"scenario","ID","LID","coor","timeper","rcp","absorp","ww","ttl","h_active","perc_active","h_bask","perc_bask","act_bask_ratio","ndays","nyears","T_loc","T_ref","RH_loc","RH_ref","change_act","change_bask","perc_change_act","perc_change_bask","change_T_loc","change_RH_loc","perc_T_loc","perc_RH_loc"
"2040_2059_RCP45","76","STE","17.76673, -29.29445","40-59","4.5",0.854749772970584,38.14,236,113,0.392361111111111,31,0.107638888888889,3.64516129032258,12,1,23.595321032141,19.7595654314486,45.0285419335776,54.2246947211198,26,-21,1.29885057471264,0.596153846153846,4.06164367768915,0.0577957211179196,1.20793031460425,1.00128518483649
"2040_2059_RCP45","78","STE","17.76673, -29.29445","40-59","4.5",0.832507022746943,32.99,220,113,0.392361111111111,31,0.107638888888889,3.64516129032258,12,1,23.595321032141,19.7595654314486,45.0285419335776,54.2246947211198,27,-22,1.31395348837209,0.584905660377358,4.06164367768915,0.0577957211179196,1.20793031460425,1.00128518483649
"2040_2059_RCP45","79","STE","17.76673, -29.29445","40-59","4.5",0.86553274224452,45,220,113,0.392361111111111,31,0.107638888888889,3.64516129032258,12,1,23.595321032141,19.7595654314486,45.0285419335776,54.2246947211198,24,-19,1.26966292134831,0.62,4.06164367768915,0.0577957211179196,1.20793031460425,1.00128518483649
"2040_2059_RCP45","80","STE","17.76673, -29.29445","40-59","4.5",0.879778142076455,26.31,228,113,0.392361111111111,31,0.107638888888889,3.64516129032258,12,1,23.595321032141,19.7595654314486,45.0285419335776,54.2246947211198,25,-20,1.28409090909091,0.607843137254902,4.06164367768915,0.0577957211179196,1.20793031460425,1.00128518483649
"2040_2059_RCP85","275","DAR","18.48183333, -33.473","40-59","8.5",0.861640922064713,31.99,212,58,0.201388888888889,84,0.291666666666667,0.69047619047619,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,10,-6,1.20833333333333,0.933333333333333,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","277","DAR","18.48183333, -33.473","40-59","8.5",0.867764988386521,51.94,220,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,14,-10,1.29166666666667,0.888888888888889,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","278","DAR","18.48183333, -33.473","40-59","8.5",0.890510570509502,63.2,260,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,12,-8,1.24,0.909090909090909,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","280","DAR","18.48183333, -33.473","40-59","8.5",0.868544356157645,48.88,256,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,14,-10,1.29166666666667,0.888888888888889,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","281","DAR","18.48183333, -33.473","40-59","8.5",0.863004856345143,34.66,235,58,0.201388888888889,84,0.291666666666667,0.69047619047619,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,10,-6,1.20833333333333,0.933333333333333,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","282","DAR","18.48183333, -33.473","40-59","8.5",0.861157579659448,55.75,250,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,14,-10,1.29166666666667,0.888888888888889,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","283","DAR","18.48183333, -33.473","40-59","8.5",0.865887822777168,45.53,250,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,14,-10,1.29166666666667,0.888888888888889,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","284","DAR","18.48183333, -33.473","40-59","8.5",0.88734304595682,30.86,205,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,15,-11,1.31914893617021,0.879120879120879,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","285","DAR","18.48183333, -33.473","40-59","8.5",0.865321421168191,32.62,215,58,0.201388888888889,84,0.291666666666667,0.69047619047619,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,10,-6,1.20833333333333,0.933333333333333,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","286","DAR","18.48183333, -33.473","40-59","8.5",0.849165027367256,56.54,267,62,0.215277777777778,80,0.277777777777778,0.775,12,1,18.3240061684764,17.0933971710454,69.9890190957925,74.6043122137268,14,-10,1.29166666666667,0.888888888888889,3.21228956115546,0.380810033012921,1.21256946809069,1.00547076326399
"2040_2059_RCP85","114","ELB","18.367115, -32.33073","40-59","8.5",0.898868135336079,41.61,220,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05714285714286,0.945945945945946,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","115","ELB","18.367115, -32.33073","40-59","8.5",0.931913125594032,27.64,210,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05714285714286,0.945945945945946,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","116","ELB","18.367115, -32.33073","40-59","8.5",0.894837090765235,44.5,230,75,0.260416666666667,69,0.239583333333333,1.08695652173913,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05633802816901,0.945205479452055,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","129","ELB","18.367115, -32.33073","40-59","8.5",0.898737280004088,46.16,245,75,0.260416666666667,69,0.239583333333333,1.08695652173913,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,3,-3,1.04166666666667,0.958333333333333,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","130","ELB","18.367115, -32.33073","40-59","8.5",0.904697476516551,34.71,210,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05714285714286,0.945945945945946,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","132","ELB","18.367115, -32.33073","40-59","8.5",0.892909497311827,42.04,166,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05714285714286,0.945945945945946,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","133","ELB","18.367115, -32.33073","40-59","8.5",0.90532577531119,34.16,212,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05714285714286,0.945945945945946,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","28","ELB","18.367115, -32.33073","40-59","8.5",0.861137286787838,46.85,227,73,0.253472222222222,71,0.246527777777778,1.02816901408451,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,3,-3,1.04285714285714,0.959459459459459,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","32","ELB","18.367115, -32.33073","40-59","8.5",0.856244460279514,51.86,233,73,0.253472222222222,71,0.246527777777778,1.02816901408451,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,3,-3,1.04285714285714,0.959459459459459,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","33","ELB","18.367115, -32.33073","40-59","8.5",0.881059832685117,58.36,255,76,0.263888888888889,68,0.236111111111111,1.11764705882353,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05555555555556,0.944444444444444,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","34","ELB","18.367115, -32.33073","40-59","8.5",0.885625279964774,39.61,245,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,4,-4,1.05714285714286,0.945945945945946,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","36","ELB","18.367115, -32.33073","40-59","8.5",0.871889823001715,57.82,243,75,0.260416666666667,69,0.239583333333333,1.08695652173913,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,5,-5,1.07142857142857,0.932432432432432,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","41","ELB","18.367115, -32.33073","40-59","8.5",0.855408548713634,40.43,235,71,0.246527777777778,73,0.253472222222222,0.972602739726027,12,1,19.1268055704086,18.1892980951088,64.5436375663483,67.8710810865304,3,-3,1.04411764705882,0.960526315789474,1.93871221235445,0.754179491261588,1.11279390750144,1.01182294871315
"2040_2059_RCP85","12","JAB","17.87886, -32.98373","40-59","8.5",0.914567840428325,25.41,201,66,0.229166666666667,78,0.270833333333333,0.846153846153846,12,1,19.9313278971021,18.3395044467689,68.3791356053747,74.278285889671,23,-23,1.53488372093023,0.772277227722772,3.5718562840314,0.0846226591371675,1.2183356754125,1.00123908430541
"2040_2059_RCP85","138","JAB","17.87886, -32.98373","40-59","8.5",0.945268897492692,35.16,220,73,0.253472222222222,71,0.246527777777778,1.02816901408451,12,1,19.9313278971021,18.3395044467689,68.3791356053747,74.278285889671,24,-24,1.48979591836735,0.747368421052632,3.5718562840314,0.0846226591371675,1.2183356754125,1.00123908430541
"2040_2059_RCP85","139","JAB","17.87886, -32.98373","40-59","8.5",0.946690693561011,42.1,235,74,0.256944444444444,70,0.243055555555556,1.05714285714286,12,1,19.9313278971021,18.3395044467689,68.3791356053747,74.278285889671,25,-25,1.51020408163265,0.736842105263158,3.5718562840314,0.0846226591371675,1.2183356754125,1.00123908430541
